ID,BudgetLevel,RPIO,BFY,Fund,FundName,BOC,BocName,Org,RC,DivisionName,Code,Amount,SubProject,NPM,NpmCode,ProgramProjectCode,ProgramProjectName,ProgramArea,ProgramAreaName,Goal,GoalName,Objective,ObjectiveName
846,7,06,2018,T,SUPERFUND,37,CONTRACTS,6A,6A00E,R06,103DC6,12548174,6A REMOVAL,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
847,7,06,2018,T,SUPERFUND,37,CONTRACTS,6A,6A00F,R06,103DC6,0,6A FEDERAL FACILITIES,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
848,7,06,2018,T,SUPERFUND,36,EXPENSES,6A,6A00P,R06,103DD2,111000,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
849,7,06,2018,T,SUPERFUND,37,CONTRACTS,6A,6A00R,R06,103DD2,8843894,6A REMEDIAL,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
850,7,06,2018,T,SUPERFUND,37,CONTRACTS,6A,6A00P,R06,103DD2,6359500,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
852,8,06,2018,T,SUPERFUND,37,CONTRACTS,6A00C,06L,SUPERFUND DIVISION,103D72,478000,6A HOMELAND SECURITY,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
853,8,06,2018,T,SUPERFUND,36,EXPENSES,6A00E,06L,SUPERFUND DIVISION,103DC6,45000,6A REMOVALS,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
854,8,06,2018,T,SUPERFUND,37,CONTRACTS,6A00E,06L,SUPERFUND DIVISION,103DC6,12548174,6A REMOVALS,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
855,7,06,2018,T,SUPERFUND,28,SITE TRAVEL,6A00F,6A,R06,103DC9,15000,6A FEDERAL FACILITIES,OLEM,D,C9,FEDERAL FACILITIES,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
856,8,06,2018,T,SUPERFUND,28,SITE TRAVEL,6A00F,06L,SUPERFUND DIVISION,103DC9,15000,6A FEDERAL FACILITIES,OLEM,D,C9,FEDERAL FACILITIES,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
857,8,06,2018,T,SUPERFUND,37,CONTRACTS,6A00F,06L,SUPERFUND DIVISION,103DC9,108500,6A FEDERAL FACILITIES,OLEM,D,C9,FEDERAL FACILITIES,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
858,8,06,2018,T,SUPERFUND,36,EXPENSES,6A00P,06L,SUPERFUND DIVISION,103DD2,111000,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
859,8,06,2018,T,SUPERFUND,37,CONTRACTS,6A00P,06L,SUPERFUND DIVISION,103DD2,6359500,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
860,7,06,2018,T,SUPERFUND,41,GRANTS,6A,6A00P,R06,103DD2,1500000,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
861,8,06,2018,T,SUPERFUND,41,GRANTS,6A00P,06L,SUPERFUND DIVISION,103DD2,1500000,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
862,8,06,2018,T,SUPERFUND,37,CONTRACTS,6A00R,06L,SUPERFUND DIVISION,103DD2,8843894,6A REMEDIAL,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
863,7,06,2018,T,SUPERFUND,41,GRANTS,6A,6A00R,R06,103DD2,13292000,6A REMEDIAL,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
864,8,06,2018,T,SUPERFUND,41,GRANTS,6A00R,06L,SUPERFUND DIVISION,103DD2,13292000,6A REMEDIAL,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
865,7,06,2018,TR1,SF SSC,37,CONTRACTS,06,06,R06,103DD2,212558,STATE SHARED COST,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
866,8,06,2018,TR1,SF SSC,37,CONTRACTS,06,06L,SUPERFUND DIVISION,103DD2,212558,STATE SHARED COST,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
867,7,06,2018,TR2,SF NON-FED,10,PAYROLL,06,06,R06,103DC6,176107,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
868,7,06,2018,TR2,SF NON-FED,28,SITE TRAVEL,06,06,R06,103DC6,99480,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
869,8,06,2018,TR2,SF NON-FED,28,SITE TRAVEL,06,06L,SUPERFUND DIVISION,103DC6,99480,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
870,7,06,2018,TR2,SF NON-FED,36,EXPENSES,06,06,R06,103DC6,18768,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
871,8,06,2018,TR2,SF NON-FED,36,EXPENSES,06,06L,SUPERFUND DIVISION,103DC6,18768,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
872,7,06,2018,TR2,SF NON-FED,37,CONTRACTS,06,06,R06,103DC6,4626363,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
873,8,06,2018,TR2,SF NON-FED,37,CONTRACTS,06,06L,SUPERFUND DIVISION,103DC6,4626363,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
874,7,06,2018,TR2,SF NON-FED,10,PAYROLL,06,06,R06,103DD2,412621,,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
875,7,06,2018,TR2,SF NON-FED,28,SITE TRAVEL,06,06,R06,103DD2,63638,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
876,8,06,2018,TR2,SF NON-FED,28,SITE TRAVEL,06,06L,SUPERFUND DIVISION,103DD2,63638,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
877,7,06,2018,TR2,SF NON-FED,36,EXPENSES,06,06,R06,103DD2,2000000,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
878,8,06,2018,TR2,SF NON-FED,36,EXPENSES,06,06L,SUPERFUND DIVISION,103DD2,2000000,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
879,7,06,2018,TR2,SF NONFED,37,CONTRACTS,06,06,R06,103DD2,1800760,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
880,8,06,2018,TR2,SF NON-FED,37,CONTRACTS,06,06L,SUPERFUND DIVISION,103DD2,1800760,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
881,7,06,2018,TR2,SF NON-FED,41,GRANTS,06,06,R06,103DD2,2528045,,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
882,7,06,2018,TR2,SF NON-FED,10,PAYROLL,06,06,R06,301EC7,132355,,OECA,E,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
883,7,06,2018,TR2,SF NON-FED,28,SITE TRAVEL,06,06,R06,301EC7,10000,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OECA,E,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
884,8,06,2018,TR2,SF NON-FED,28,SITE TRAVEL,06,06L,SUPERFUND DIVISION,301EC7,10000,NON-FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OECA,E,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
885,7,06,2018,TR2,SF NON-FED,10,PAYROLL,06,06,R06,301JC7,11101,,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
886,7,06,2018,TR2A,SF FED,10,PAYROLL,06,06,R06,103DD2,167243,,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
887,7,06,2018,TR2A,SF FED,28,SITE TRAVEL,06,06,R06,103DD2,30000,FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
888,8,06,2018,TR2A,SF FED,28,SITE TRAVEL,06,06L,SUPERFUND DIVISION,103DD2,30000,FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
889,7,06,2018,TR2A,SF FED,37,CONTRACTS,06,06,R06,103DD2,85967,FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
890,8,06,2018,TR2A,SF FED,37,CONTRACTS,06,06L,SUPERFUND DIVISION,103DD2,85967,FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
891,7,06,2018,TR2A,SF FED,10,PAYROLL,06,06,R06,301EC7,50654,,OECA,E,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
892,7,06,2018,TR2A,SF FED,28,SITE TRAVEL,06,06,R06,301EC7,1000,FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OECA,E,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
893,8,06,2018,TR2A,SF FED,28,SITE TRAVEL,06,06L,SUPERFUND DIVISION,301EC7,1000,FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OECA,E,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
894,7,06,2018,TR2A,SF FED,10,PAYROLL,06,06,R06,301JC7,1000,,OCFO,J,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
895,7,06,2018,TR2B,SF PAST COST,10,PAYROLL,06,06,R06,103DC6,56534,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
896,7,06,2018,TR2B,SF PAST COST,28,SITE TRAVEL,06,06,R06,103DC6,28336,SPECIAL ACCOUNTS (EARNED REVENUE),OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
897,8,06,2018,TR2B,SF PAST COST,28,SITE TRAVEL,06,06L,SUPERFUND DIVISION,103DC6,28336,SPECIAL ACCOUNTS (EARNED REVENUE),OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
898,7,06,2018,TR2B,SF PAST COST,37,CONTRACTS,06,06,R06,103DC6,1014382,SPECIAL ACCOUNT (EARNED REVENUE),OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
899,8,06,2018,TR2B,SF PAST COST,37,CONTRACTS,06,06L,SUPERFUND DIVISION,103DC6,1014382,SPECIAL ACCOUNT (EARNED REVENUE),OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
900,7,06,2018,TR2B,SF PAST COST,41,GRANTS,06,06,R06,103DC6,208000,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
901,8,06,2018,TR2B,SF PAST COST,41,GRANTS,06,06,SUPERFUND DIVISION,103DC6,208000,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
902,7,06,2018,TR2B,SF PAST COST,10,PAYROLL,06,06,R06,103DD2,594001,,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
903,7,06,2018,TR2B,SF PAST COST,28,SITE TRAVEL,06,06,R06,103DD2,0,SPECIAL ACCOUNTS (EARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
904,7,06,2018,TR2B,SF PAST COST,28,SITE TRAVEL,06,06,R06,103DD2,66000,SPECIAL ACCOUNTS (EARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
905,8,06,2018,TR2B,SF PAST COST,28,SITE TRAVEL,06,06L,SUPERFUND DIVISION,103DD2,66000,SPECIAL ACCOUNTS (EARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
906,7,06,2018,TR2B,SF PAST COST,37,CONTRACTS,06,06,R06,103DD2,1912530,SPECIAL ACCOUNT (EARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
907,8,06,2018,TR2B,SF PAST COST,37,CONTRACTS,06,06L,SUPERFUND DIVISION,103DD2,1912530,SPECIAL ACCOUNT (EARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
909,7,06,2018,TR2B,SF PAST COST,41,GRANTS,06,06,R06,103DD2,91865,,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
910,7,06,2018,TR2B,SF PAST COST,10,PAYROLL,06,06,R06,301EC7,130100,,OECA,E,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
911,7,06,2018,TR2B,SF PAST COST,28,SITE TRAVEL,06,06,R06,301EC7,15612,SPECIAL ACCOUNTS (EARNED REVENUE),OECA,E,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
912,7,06,2018,TR2B,SF PAST COST,28,SITE TRAVEL,06,06,R06,301EC7,0,SPECIAL ACCOUNTS (EARNED REVENUE),OECA,E,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
913,8,06,2018,TR2B,SF PAST COST,28,SITE TRAVEL,06,06L,SUPERFUND DIVISION,301EC7,15612,SPECIAL ACCOUNTS (EARNED REVENUE),OECA,E,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
914,7,06,2018,TR2B,SF PAST COST,10,PAYROLL,06,06,R06,301JC7,12001,,OCFO,J,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
915,7,06,2018,TR2B,SF PAST COST,28,SITE TRAVEL,06,06,R06,301JC7,10000,SPECIAL ACCOUNTS (EARNED REVENUE),OCFO,J,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
916,8,06,2018,TR2B,SF PAST COST,28,SITE TRAVEL,06,06L,SUPERFUND DIVISION,301JC7,10000,SPECIAL ACCOUNTS (EARNED REVENUE),OCFO,J,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
917,7,06,2018,TR2B,SF PAST COST,36,EXPENSES,06,06,R06,301JC7,0,SPECIAL ACCOUNT (EARNED REVENUE),OCFO,J,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
918,8,06,2018,TR2B,SF PAST COST,36,EXPENSES,06,06L,SUPERFUND DIVISION,301JC7,0,SPECIAL ACCOUNT (EARNED REVENUE),OCFO,J,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
919,7,06,2018,TR2B,SF PAST COST,37,CONTRACTS,06,06,R06,301JC7,0,SPECIAL ACCOUNT (EARNED REVENUE),OCFO,J,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
920,7,06,2018,TR2B,SF PAST COST,38,WCF,06,06,R06,301JC7,0,,OCFO,J,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
921,7,06,2018,TR2B,SF PAST COST,41,GRANTS,06,06,R06,301JC7,0,,OCFO,J,C7,SUPERFUND ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
922,7,06,2018,TS3,SUPERFUND SUPP.,37,CONTRACTS,6A,6A00P,R06,103DD2,200000,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
923,7,06,2018,TS3,SUPERFUND SUPP.,41,GRANTS,6A,6A00P,R06,103DD2,300000,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
924,8,06,2018,TS3,SUPERFUND SUPP.,37,CONTRACTS,6A00P,06L,SUPERFUND DIVISION,103DD2,200000,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
925,8,06,2018,TS3,SUPERFUND SUPP.,41,GRANTS,6A00P,06L,SUPERFUND DIVISION,103DD2,300000,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
926,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,101A46,47000,P3 ENERGY STAR,OAR,A,46,CLIMATE PROTECTION,CAC,CLEAN AIR AND CLIMATE CHANGE,1,CORE MISSION,01,COMPLIANCE WITH THE LAW
927,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,301E52,390000,,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
928,7,06,2018,T,SUPERFUND,37,CONTRACTS,6A,6A00F,R06,103DC9,108500,6A FEDERAL FACILITIES,OLEM,D,C9,FEDERAL FACILITIES,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
929,7,06,2018,B,EPM,17,FTE,06,06,R06,101A46,0.3,,OAR,A,46,CLIMATE PROTECTION,CAC,CLEAN AIR AND CLIMATE CHANGE,1,CORE MISSION,01,COMPLIANCE WITH THE LAW
930,8,06,2018,B,EPM,21,TRAVEL,06,06N,WORKFORCE SUPPORT,101A59,29462,,OAR,A,59,AIR QUALITY,CAC,CLEAN AIR AND CLIMATE CHANGE,1,CORE MISSION,01,COMPLIANCE WITH THE LAW
931,8,06,2018,B,EPM,21,TRAVEL,06,06L,SUPERFUND DIVISION,103D99,0,,OLEM,D,99,RCRA,RCRA PROGRAM,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
932,8,06,2018,B,EPM,21,TRAVEL,06,06L,SUPERFUND DIVISION,104CD7,1000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
933,8,06,2018,T,SUPERFUND,21,TRAVEL,06,06C,MANAGEMENT DIVISION,103DD2,6810,,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
934,8,06,2018,B,EPM,37,CONTRACTS,06,06D,REGIONAL COUNSEL,201E50,0,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
935,8,06,2018,B,EPM,37,CONTRACTS,06,06D,REGIONAL COUNSEL,301E44,8000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
936,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,101A46,47000,,OAR,A,46,CLIMATE PROTECTION,CAC,CLEAN AIR AND CLIMATE CHANGE,1,CORE MISSION,01,COMPLIANCE WITH THE LAW
937,7,06,2018,ZL,DWH,10,PAYROLL,06,06,R06,102BD4,10000,,OW,B,D4,SURFACE WATER,WQP,WATER QUALITY PROTECTION,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
938,7,06,2018,ZL,DWH,21,TRAVEL,06,06,R06,102BD4,5000,,OW,B,D4,SURFACE WATER,WQP,WATER QUALITY PROTECTION,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
939,8,06,2018,ZL,DWH,21,TRAVEL,06,06K,WATER DIVISION,102BD4,5000,,OW,B,D4,SURFACE WATER,WQP,WATER QUALITY PROTECTION,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
940,8,06,2018,T,SUPERFUND,36,EXPENSES,06,06N,WORKFORCE SUPPORT,305GF2,40000,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
941,8,06,2018,T,SUPERFUND,36,EXPENSES,6A00P,06,SUPERFUND DIVISION,103DD2,111000,6A PIPELINE,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
942,8,06,2018,TR2,SF SP ACCT NON-FED,41,GRANTS,06,06L,SUPERFUND DIVISION,103DD2,2528045,,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
943,8,06,2018,TR2B,SF PAST COST,41,GRANTS,06,06L,SUPERFUND DIVISION,103DD2,91865,,OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
944,7,06,2018,TR2A,SF FED,41,GRANTS,06,06,R06,103DD2,417000,FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
945,8,06,2018,TR2A,SF FED,41,GRANTS,06,06L,SUPERFUND DIVISION,103DD2,417000,FEDERAL SPECIAL ACCOUNT (UNEARNED REVENUE),OLEM,D,D2,SUPERFUND REMEDIAL,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
946,8,06,2018,B,EPM,21,TRAVEL,06,06N,WORKFORCE SUPPORT,102B88,6000,,OW,B,88,MARINE POLLUTION,WQP,WATER QUALITY PROTECTION,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
947,8,06,2018,B,EPM,37,CONTRACTS,06,06D,REGIONAL COUNSEL,305GF2,4518,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
