ID,BudgetLevel,RPIO,BFY,Fund,FundName,BOC,BocName,Org,RC,DivisionName,Code,Amount,SubProject,NPM,NpmCode,ProgramProjectCode,ProgramProjectName,ProgramArea,ProgramAreaName,Goal,GoalName,Objective,ObjectiveName
288,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,104CJ3,0,,OSCPP,C,J3,PESTICIDE PERSONNEL,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
289,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,104CJ3,0,,OSCPP,C,J3,PESTICIDE PERSONNEL,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
290,7,06,2018,B,EPM,38,WCF,06,06,R06,104CJ3,9000,,OSCPP,C,J3,PESTICIDE PERSONNEL,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
291,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,104CJ3,9000,,OSCPP,C,J3,PESTICIDE PERSONNEL,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
292,7,06,2018,B,EPM,41,GRANTS,06,06,R06,104CJ3,15000,,OSCPP,C,J3,PESTICIDE PERSONNEL,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
293,8,06,2018,B,EPM,41,GRANTS,06,06J,MULTIMEDIA DIVISION,104CJ3,15000,,OSCPP,C,J3,PESTICIDE PERSONNEL,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
294,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,104CJ3 W2,5000,W2 PROGRAMMATIC SUPPORT,OSCPP,C,J3,PESTICIDE PERSONNEL,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
295,8,06,2018,B,EPM,36,EXPENSES,06,06N,WORKFORCE SUPPORT,104CJ3 W2,5000,W2 PROGRAMMATIC SUPPORT,OSCPP,C,J3,PESTICIDE PERSONNEL,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
296,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,104CJ3 W2,0,W2 PROGRAMMATIC SUPPORT,OSCPP,C,J3,PESTICIDE PERSONNEL,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
297,7,06,2018,B,EPM,41,GRANTS,06,06,R06,104CJ3 W2,0,W2 PROGRAMMATIC SUPPORT,OSCPP,C,J3,PESTICIDE PERSONNEL,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
298,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,104MH3,48000,,OA,M,H3,SENSITIVE POPULATIONS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
299,7,06,2018,B,EPM,17,FTE,06,06,R06,104MH3,0.5,,OA,M,H3,SENSITIVE POPULATIONS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
300,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,104MH3,0,,OA,M,H3,SENSITIVE POPULATIONS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
301,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,104MH3,0,,OA,M,H3,SENSITIVE POPULATIONS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
302,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,104MH3,0,,OA,M,H3,SENSITIVE POPULATIONS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
303,7,06,2018,B,EPM,38,WCF,06,06,R06,104MH3,0,,OA,M,H3,SENSITIVE POPULATIONS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
304,7,06,2018,B,EPM,41,GRANTS,06,06,R06,104MH3,43000,,OA,M,H3,SENSITIVE POPULATIONS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
305,8,06,2018,B,EPM,41,GRANTS,06,06J,MULTIMEDIA DIVISION,104MH3,43000,,OA,M,H3,SENSITIVE POPULATIONS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
306,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,201C95,219000,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
307,7,06,2018,B,EPM,17,FTE,06,06,R06,201C95,1.5,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
308,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,201C95,0,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
309,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,201C95,23000,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
310,8,06,2018,B,EPM,36,EXPENSES,06,06J,MULTIMEDIA DIVISION,201C95,23000,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
311,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,201C95,71000,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
312,8,06,2018,B,EPM,37,CONTRACTS,06,06J,MULTIMEDIA DIVISION,201C95,71000,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
313,7,06,2018,B,EPM,38,WCF,06,06,R06,201C95,12000,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
314,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,201C95,12000,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
315,7,06,2018,B,EPM,41,GRANTS,06,06,R06,201C95,36000,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
316,8,06,2018,B,EPM,41,GRANTS,06,06J,MULTIMEDIA DIVISION,201C95,36000,,OSCPP,C,95,POLLUTION PREVENTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
317,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,201E50,6863000,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
318,7,06,2018,B,EPM,17,FTE,06,06,R06,201E50,45.8,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
319,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,201E50,138000,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
320,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,201E50,0,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
321,8,06,2018,B,EPM,21,TRAVEL,06,06M,ENFORCEMENT DIVISION,201E50,123500,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
322,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,201E50,13000,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
323,8,06,2018,B,EPM,36,EXPENSES,06,06M,ENFORCEMENT DIVISION,201E50,13000,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
324,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,201E50,282000,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
325,8,06,2018,B,EPM,37,CONTRACTS,06,06M,ENFORCEMENT DIVISION,201E50,282000,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
326,7,06,2018,B,EPM,38,WCF,06,06,R06,201E50,292000,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
327,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,201E50,292000,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
328,7,06,2018,B,EPM,41,GRANTS,06,06,R06,201E50,20000,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
329,8,06,2018,B,EPM,41,GRANTS,06,06M,ENFORCEMENT DIVISION,201E50,20000,,OECA,E,50,COMPLIANCE MONITORING,COM,COMPLIANCE,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
330,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,201E57,0,,OECA,E,57,ENVIRONMENTAL JUSTICE,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
331,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,201E57,0,,OECA,E,57,ENVIRONMENTAL JUSTICE,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
332,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,201E57,0,,OECA,E,57,ENVIRONMENTAL JUSTICE,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
333,7,06,2018,B,EPM,41,GRANTS,06,06,R06,201E57,0,,OECA,E,57,ENVIRONMENTAL JUSTICE,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
334,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,201E90,888000,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
335,7,06,2018,B,EPM,17,FTE,06,06,R06,201E90,6.5,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
336,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,201E90,17000,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
337,8,06,2018,B,EPM,21,TRAVEL,06,06N,WORKFORCE SUPPORT,201E90,15396,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
338,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,201E90,0,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
339,8,06,2018,B,EPM,21,TRAVEL,06,06M,ENFORCEMENT DIVISION,201E90,1604,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
340,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,201E90,9000,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
341,8,06,2018,B,EPM,36,EXPENSES,06,06M,ENFORCEMENT DIVISION,201E90,9000,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
342,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,201E90,0,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
343,7,06,2018,B,EPM,38,WCF,06,06,R06,201E90,16000,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
344,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,201E90,16000,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
345,7,06,2018,B,EPM,41,GRANTS,06,06,R06,201E90,0,,OECA,E,90,NEPA IMPLEMENTATION,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
346,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,201LD9,1172000,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
347,7,06,2018,B,EPM,17,FTE,06,06,R06,201LD9,6,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
348,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,201LD9,20000,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
349,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,201LD9,0,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
350,8,06,2018,B,EPM,21,TRAVEL,06,06F,ENVIRONMENTAL JUSTICE,201LD9,20000,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
351,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,201LD9,0,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
352,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,201LD9,7000,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
353,8,06,2018,B,EPM,37,CONTRACTS,06,06F,ENVIRONMENTAL JUSTICE,201LD9,7000,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
354,7,06,2018,B,EPM,38,WCF,06,06,R06,201LD9,46000,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
355,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,201LD9,46000,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
356,7,06,2018,B,EPM,41,GRANTS,06,06,R06,201LD9,0,,OITA,L,D9,TRIBAL CAPACITY,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
357,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,201LE1,614000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
358,7,06,2018,B,EPM,17,FTE,06,06,R06,201LE1,4.9,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
359,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,201LE1,15000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
360,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,201LE1,0,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
361,8,06,2018,B,EPM,21,TRAVEL,06,06F,ENVIRONMENTAL JUSTICE,201LE1,15000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
362,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,201LE1,3000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
363,8,06,2018,B,EPM,36,EXPENSES,06,06F,ENVIRONMENTAL JUSTICE,201LE1,3000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
364,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,201LE1,2000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
365,8,06,2018,B,EPM,37,CONTRACTS,06,06F,ENVIRONMENTAL JUSTICE,201LE1,2000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
366,7,06,2018,B,EPM,38,WCF,06,06,R06,201LE1,2000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
367,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,201LE1,2000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
368,7,06,2018,B,EPM,41,GRANTS,06,06,R06,201LE1,295000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
369,8,06,2018,B,EPM,41,GRANTS,06,06F,ENVIRONMENTAL JUSTICE,201LE1,295000,,OITA,L,E1,MEXICO BORDER,IP,INTERNATIONAL PROGRAMS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
370,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,201ME8,2150000,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
371,7,06,2018,B,EPM,17,FTE,06,06,R06,201ME8,12.1,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
372,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,201ME8,64000,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
373,8,06,2018,B,EPM,21,TRAVEL,06,06F,ENVIRONMENTAL JUSTICE,201ME8,10000,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
374,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,201ME8,0,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
375,8,06,2018,B,EPM,21,TRAVEL,06,06A,REGIONAL ADMINISTRATOR,201ME8,48675.51,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
376,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,201ME8,0,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
377,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,201ME8,0,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
378,7,06,2018,B,EPM,38,WCF,06,06,R06,201ME8,53000,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
379,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,201ME8,53000,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
380,7,06,2018,B,EPM,41,GRANTS,06,06,R06,201ME8,0,,OA,M,E8,EXECUTIVE MANAGEMENT,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
381,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,202E57,168000,,OECA,E,57,ENVIRONMENTAL JUSTICE,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
382,7,06,2018,B,EPM,17,FTE,06,06,R06,202E57,1.1,,OECA,E,57,ENVIRONMENTAL JUSTICE,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
383,7,06,2018,B,EPM,38,WCF,06,06,R06,202E57,2000,,OECA,E,57,ENVIRONMENTAL JUSTICE,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
384,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,202E57,2000,,OECA,E,57,ENVIRONMENTAL JUSTICE,ENF,ENFORCEMENT,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
385,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,202ME9,41000,,OA,M,E9,ENVIRONMENTAL EDUCATION,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,02,CREATE CONSISTENCY AND CERTAINTY
386,7,06,2018,B,EPM,17,FTE,06,06,R06,202ME9,0.4,,OA,M,E9,ENVIRONMENTAL EDUCATION,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,02,CREATE CONSISTENCY AND CERTAINTY
387,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,202ME9,0,,OA,M,E9,ENVIRONMENTAL EDUCATION,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,02,CREATE CONSISTENCY AND CERTAINTY
388,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,202ME9,0,,OA,M,E9,ENVIRONMENTAL EDUCATION,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,02,CREATE CONSISTENCY AND CERTAINTY
389,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,202ME9,0,,OA,M,E9,ENVIRONMENTAL EDUCATION,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,02,CREATE CONSISTENCY AND CERTAINTY
390,7,06,2018,B,EPM,38,WCF,06,06,R06,202ME9,,,OA,M,E9,ENVIRONMENTAL EDUCATION,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,02,CREATE CONSISTENCY AND CERTAINTY
391,7,06,2018,B,EPM,41,GRANTS,06,06,R06,202ME9,0,,OA,M,E9,ENVIRONMENTAL EDUCATION,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,02,CREATE CONSISTENCY AND CERTAINTY
392,8,06,2018,B,EPM,41,GRANTS,06,06X,EXTERNAL AFFAIRS,202ME9,0,,OA,M,E9,ENVIRONMENTAL EDUCATION,IEO,INFORMATIONAL EXCHANGE OUTREACH,2,COOPERATIVE FEDERALISM,02,CREATE CONSISTENCY AND CERTAINTY
393,7,06,2018,B,EPM,17,FTE,06,06,R06,301E52,2.3,,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
394,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,301E44,15308000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
395,7,06,2018,B,EPM,17,FTE,06,06,R06,301E44,99.4,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
396,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,301E44,221000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
397,8,06,2018,B,EPM,21,TRAVEL,06,06N,WORKFORCE SUPPORT,301E44,4950,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
398,8,06,2018,B,EPM,21,TRAVEL,06,06M,ENFORCEMENT DIVISION,301E44,128500,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
399,8,06,2018,B,EPM,21,TRAVEL,06,06F,ENVIRONMENTAL JUSTICE,301E44,62018,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
